DATA_LOB,DATA_DMN,DATA_SUB_DMN,DATA_BUS_ELEM,DB_NAME,SRC_TBL,INCR_DT_COL,TBL_CDE,INCR_DT_COND,UNQ_INDEX_COLS,AUTO_PRFL_FREQ,AUTO_PRFL_SCHD_TS,EMAIL_DIST,IS_ACTIVE_FLG,IS_COMPLETE_FLG,IS_CRITICAL_FLG,DATA_SRC,PRODUCT_NAME,PRODUCT_TYPE,PRODUCT_AREA,BUSINESS_PROGRAM
VCG,Marketing,5G_REPORTING_TIER1,5G_REPORTING_TIER1,NTL_PRD_ALLVM,POS_FIXED_ORDER_ADDRESS_V,,,,FWA_SEQ_ID,Daily,10 11 * * *,"abhinav.batra1@verizon.com,ashish.k.singh@verizon.com",Y,N,Y,TD,5G,TIER1,CORE SERVICES,5G_Reporting_Tier1
VCG,Marketing,5G_REPORTING_TIER1,5G_REPORTING_TIER1,NTL_PRD_ALLVM,POS_FIXED_WIRELESS_APPT_V,,,,"INVC_NUM,STORE_NUM",Daily,10 11 * * *,"abhinav.batra1@verizon.com,ashish.k.singh@verizon.com",Y,N,Y,TD,5G,TIER1,CORE SERVICES,5G_Reporting_Tier1
VCG,Marketing,5G_REPORTING_TIER1,5G_REPORTING_TIER1,NTL_PRD_ALLVM,USER_ID_V,,,,"EMP_ID,USER_ID",Daily,10 11 * * *,"abhinav.batra1@verizon.com,ashish.k.singh@verizon.com",Y,N,Y,TD,5G,TIER1,CORE SERVICES,5G_Reporting_Tier1
VCG,Marketing,5G_Tradein_Emp_REPORTING_TIER1,5G_Tradein_Emp_REPORTING_TIER1,NTL_PRD_ALLVM,OUTLET_v,,,,"SLS_DIST_CHNL_TYPE_CD,DISTRICT_CD",Daily,40 11 * * *,"abhinav.batra1@verizon.com,ashish.k.singh@verizon.com",Y,N,Y,TD,5G_Tradein_Emp,TIER1,CORE SERVICES,5G_Tradein_Emp_Reporting_Tier1
VCG,Finance,DAPR_REPORTING_TIER1,DAPR_REPORTING_TIER1,NTL_PRD_ALLVM,One_Talk_Activity_V,,,,"CUST_ID,CUST_LINE_SEQ_ID",Daily,40 12 * * *,"abhinav.batra1@verizon.com,ashish.k.singh@verizon.com",Y,N,Y,TD,DAPR,TIER1,CORE SERVICES,Dapr_Reporting_Tier1
VCG,Marketing,Live_PSN_chat_REPORTING_TIER1,Live_PSN_chat_REPORTING_TIER1,NTL_PRD_ALLVM,SVC_PROD_EQP_PROMO_INF_v,,,,SVC_PROD_ID,Daily,10 13 * * *,"abhinav.batra1@verizon.com,ashish.k.singh@verizon.com",Y,N,Y,TD,Live_PSN_Chat,TIER1,CORE SERVICES,Live_Psn_Chat_Reporting_Tier1
VCG,Finance,Core_services_REPORTING_TIER1,Core_services_REPORTING_TIER1,NTL_PRD_ALLVM,POS_SCREEN_USAGE_v,,,,"NETACE_USER_ID,CUST_ID,ACCT_NUM,ORDER_TIMESTAMP,SCREEN_ID,APPLICATION_ID",Daily,10 12 * * *,"abhinav.batra1@verizon.com,ashish.k.singh@verizon.com",Y,N,Y,TD,Core_Services,TIER1,CORE SERVICES,Core_Services_Reporting_Tier1
VCG,Finance,Core_services_REPORTING_TIER1,Core_services_REPORTING_TIER1,NTL_PRD_ALLVM,dsa_date_cntrl_tbl_v,,,,"SOR_ID,TRANS_DT",Daily,10 12 * * *,"abhinav.batra1@verizon.com,ashish.k.singh@verizon.com",Y,N,Y,TD,Core_Services,TIER1,CORE SERVICES,Core_Services_Reporting_Tier1
VCG,Finance,Core_services_REPORTING_TIER1,Core_services_REPORTING_TIER1,NTL_PRD_ALLVM,Cust_Acct_Pplan_Hist_v,,,,"Cust_Id,Acct_Num",Daily,10 12 * * *,"abhinav.batra1@verizon.com,ashish.k.singh@verizon.com",Y,N,Y,TD,Core_Services,TIER1,CORE SERVICES,Core_Services_Reporting_Tier1
VCG,Finance,Core_services_REPORTING_TIER1,Core_services_REPORTING_TIER1,NTL_PRD_ALLVM,CUST_ACCT_LINE_PPLAN_HIST_v,,,,"CUST_ID,ACCT_NUMTRANS_DT,CUST_LINE_SEQ_ID",Daily,10 12 * * *,"abhinav.batra1@verizon.com,ashish.k.singh@verizon.com",Y,N,Y,TD,Core_Services,TIER1,CORE SERVICES,Core_Services_Reporting_Tier1
VCG,Finance,Core_services_REPORTING_TIER1,Core_services_REPORTING_TIER1,NTL_PRD_ALLVM,CUST_ACCT_LINE_DLY_HIST_v,,,,"PPLAN_CD,SLS_OUTLET_ID,ORIG_CUST_ID,MTN,CUST_ID,ACCT_NUM,CUST_LINE_SEQ_ID",Daily,10 12 * * *,"abhinav.batra1@verizon.com,ashish.k.singh@verizon.com",Y,N,Y,TD,Core_Services,TIER1,CORE SERVICES,Core_Services_Reporting_Tier1
VCG,Finance,Core_services_REPORTING_TIER1,Core_services_REPORTING_TIER1,NTL_PRD_ALLVM,CUST_ACCT_DLY_HIST_v,,,,"CUST_ID,ACCT_NUM,XMKT_ACCT_NUM,RLTD_ACCT_ID",Daily,10 12 * * *,"abhinav.batra1@verizon.com,ashish.k.singh@verizon.com",Y,N,Y,TD,Core_Services,TIER1,CORE SERVICES,Core_Services_Reporting_Tier1
VCG,Finance,Core_services_REPORTING_TIER1,Core_services_REPORTING_TIER1,NTL_PRD_ALLVM,VSN_GL_IS_DETAIL_v,,,,"CUST_ID,ACCT_NUM,CUST_LINE_SEQ_ID,MTN,TRANS_DT",Daily,10 12 * * *,"abhinav.batra1@verizon.com,ashish.k.singh@verizon.com",Y,N,Y,TD,Core_Services,TIER1,CORE SERVICES,Core_Services_Reporting_Tier1
VCG,FINANCE,EXECUTIVE_REPORTING_TIER1,EXECUTIVE_REPORTING_TIER1,NTL_PRD_ALLVM,CUST_ACCT_LINE_v,,,,"CUST_ID,CUST_LINE_SEQ_ID",Daily,40 13 * * *,"ashish.k.singh@verizon.com,abhinav.batra1@verizon.com",Y,N,Y,TD,Executive_Reporting,TIER1,CORE SERVICES,Executive_Reporting_Tier1
VCG,FINANCE,EXECUTIVE_REPORTING_TIER1,EXECUTIVE_REPORTING_TIER1,NTL_PRD_ALLVM,Cust_Acct_Line_Svc_Prod_v,,,,"CUST_ID,CUST_LINE_SEQ_ID",Daily,40 13 * * *,"ashish.k.singh@verizon.com,abhinav.batra1@verizon.com",Y,N,Y,TD,Executive_Reporting,TIER1,CORE SERVICES,Executive_Reporting_Tier1
VCG,FINANCE,EXECUTIVE_REPORTING_TIER1,EXECUTIVE_REPORTING_TIER1,NTL_PRD_ALLVM,Cust_Acct_Line_Svc_Prod_Tran_v,,,,"CUST_ID,CUST_LINE_SEQ_ID,SVC_PROD_DEACT_DT",Daily,40 13 * * *,"ashish.k.singh@verizon.com,abhinav.batra1@verizon.com",Y,N,Y,TD,Executive_Reporting,TIER1,CORE SERVICES,Executive_Reporting_Tier1
VCG,FINANCE,EXECUTIVE_REPORTING_TIER1,EXECUTIVE_REPORTING_TIER1,NTL_PRD_ALLVM,Cust_Acct_Svc_Prod_Trans_v,,,,"CUST_ID,ACCT_NUM,SVC_PROD_ID",Daily,40 13 * * *,"ashish.k.singh@verizon.com,abhinav.batra1@verizon.com",Y,N,Y,TD,Executive_Reporting,TIER1,CORE SERVICES,Executive_Reporting_Tier1
VCG,FINANCE,EXECUTIVE_REPORTING_TIER1,EXECUTIVE_REPORTING_TIER1,NTL_PRD_ALLVM,CUST_ECPD_v,,,,"ECPD_PROFILE_ID,CUST_ID",Daily,40 13 * * *,"ashish.k.singh@verizon.com,abhinav.batra1@verizon.com",Y,N,Y,TD,Executive_Reporting,TIER1,CORE SERVICES,Executive_Reporting_Tier1
VCG,FINANCE,EXECUTIVE_REPORTING_TIER1,EXECUTIVE_REPORTING_TIER1,NTL_PRD_ALLVM,EDGE_ELIG_RESULTS_v,,,,"CUST_ID,ACCT_NUM,TRANS_DT,TRANS_TS",Daily,40 13 * * *,"ashish.k.singh@verizon.com,abhinav.batra1@verizon.com",Y,N,Y,TD,Executive_Reporting,TIER1,CORE SERVICES,Executive_Reporting_Tier1
VCG,FINANCE,EXECUTIVE_REPORTING_TIER1,EXECUTIVE_REPORTING_TIER1,NTL_PRD_ALLVM,EQUIPMENT_v,,,,EQP_PROD_ID,Daily,40 13 * * *,"ashish.k.singh@verizon.com,abhinav.batra1@verizon.com",Y,N,Y,TD,Executive_Reporting,TIER1,CORE SERVICES,Executive_Reporting_Tier1
VCG,FINANCE,EXECUTIVE_REPORTING_TIER1,EXECUTIVE_REPORTING_TIER1,NTL_PRD_ALLVM,CUST_ACCT_LINE_DIM_DLY_HIST_v,,,,CUST_ACCT_LINE_DIM_DLY_HIST,Daily,40 13 * * *,"ashish.k.singh@verizon.com,abhinav.batra1@verizon.com",Y,N,Y,TD,Executive_Reporting,TIER1,CORE SERVICES,Executive_Reporting_Tier1
VCG,FINANCE,EXECUTIVE_REPORTING_TIER1,EXECUTIVE_REPORTING_TIER1,NTL_PRD_ALLVM,CUST_ACCT_LINE_IMEI_DEVICE_v,,,,"CUST_ID,CUST_LINE_SEQ_ID",Daily,40 13 * * *,"ashish.k.singh@verizon.com,abhinav.batra1@verizon.com",Y,N,Y,TD,Executive_Reporting,TIER1,CORE SERVICES,Executive_Reporting_Tier1
VCG,FINANCE,EXECUTIVE_REPORTING_TIER1,EXECUTIVE_REPORTING_TIER1,NTL_PRD_ALLVM,CUST_ACCT_LINE_PPLAN_v,,,," CUST_ID,CUST_LINE_SEQ_ID ",Daily,40 13 * * *,"ashish.k.singh@verizon.com,abhinav.batra1@verizon.com",Y,N,Y,TD,Executive_Reporting,TIER1,CORE SERVICES,Executive_Reporting_Tier1
VCG,FINANCE,EXECUTIVE_REPORTING_TIER1,EXECUTIVE_REPORTING_TIER1,NTL_PRD_ALLVM,CUST_DIM_DLY_HIST_v,,,,CUST_DIM_DLY_HIST,Daily,40 13 * * *,"ashish.k.singh@verizon.com,abhinav.batra1@verizon.com",Y,N,Y,TD,Executive_Reporting,TIER1,CORE SERVICES,Executive_Reporting_Tier1
VCG,FINANCE,EXECUTIVE_REPORTING_TIER1,EXECUTIVE_REPORTING_TIER1,NTL_PRD_ALLVM,ACSS_BATCH_REQUEST_TYPE_v,,,,REQST_TYPE_CD,Daily,40 13 * * *,"ashish.k.singh@verizon.com,abhinav.batra1@verizon.com",Y,N,Y,TD,Executive_Reporting,TIER1,CORE SERVICES,Executive_Reporting_Tier1
VCG,FINANCE,EXECUTIVE_REPORTING_TIER1,EXECUTIVE_REPORTING_TIER1,NTL_PRD_ALLVM,BILLING_METHOD_v,,,,BILLING_METHOD,Daily,40 13 * * *,"ashish.k.singh@verizon.com,abhinav.batra1@verizon.com",Y,N,Y,TD,Executive_Reporting,TIER1,CORE SERVICES,Executive_Reporting_Tier1
VCG,FINANCE,EXECUTIVE_REPORTING_TIER1,EXECUTIVE_REPORTING_TIER1,NTL_PRD_ALLVM,CELLULAR_CARRIER_v,,,,CELLULAR_CARRIER,Daily,40 13 * * *,"ashish.k.singh@verizon.com,abhinav.batra1@verizon.com",Y,N,Y,TD,Executive_Reporting,TIER1,CORE SERVICES,Executive_Reporting_Tier1
VCG,FINANCE,EXECUTIVE_REPORTING_TIER1,EXECUTIVE_REPORTING_TIER1,NTL_PRD_ALLVM,CORP_REPORTING_CHANNEL_v,,,,CORP_REPORTING_CHANNEL,Daily,40 13 * * *,"ashish.k.singh@verizon.com,abhinav.batra1@verizon.com",Y,N,Y,TD,Executive_Reporting,TIER1,CORE SERVICES,Executive_Reporting_Tier1
VCG,FINANCE,EXECUTIVE_REPORTING_TIER1,EXECUTIVE_REPORTING_TIER1,NTL_PRD_ALLVM,CUST_v,,,,CUST_ID,Daily,40 13 * * *,"ashish.k.singh@verizon.com,abhinav.batra1@verizon.com",Y,N,Y,TD,Executive_Reporting,TIER1,CORE SERVICES,Executive_Reporting_Tier1
VCG,FINANCE,EXECUTIVE_REPORTING_TIER1,EXECUTIVE_REPORTING_TIER1,NTL_PRD_ALLVM,CUST_ACCT_v,,,,"CUST_ID,ACCT_NUM ",Daily,40 13 * * *,"ashish.k.singh@verizon.com,abhinav.batra1@verizon.com",Y,N,Y,TD,Executive_Reporting,TIER1,CORE SERVICES,Executive_Reporting_Tier1
VCG,FINANCE,EXECUTIVE_REPORTING_TIER1,EXECUTIVE_REPORTING_TIER1,NTL_PRD_ALLVM,CUST_ACCT_CBR_v,,,,CUST_ACCT_CBR,Daily,40 13 * * *,"ashish.k.singh@verizon.com,abhinav.batra1@verizon.com",Y,N,Y,TD,Executive_Reporting,TIER1,CORE SERVICES,Executive_Reporting_Tier1
VCG,FINANCE,EXECUTIVE_REPORTING_TIER1,EXECUTIVE_REPORTING_TIER1,NTL_PRD_ALLVM,CUST_ACCT_DNS_v,,,,"CUST_ID,ACCT_NUM",Daily,40 13 * * *,"ashish.k.singh@verizon.com,abhinav.batra1@verizon.com",Y,N,Y,TD,Executive_Reporting,TIER1,CORE SERVICES,Executive_Reporting_Tier1
VCG,FINANCE,EXECUTIVE_REPORTING_TIER1,EXECUTIVE_REPORTING_TIER1,NTL_PRD_ALLVM,CUST_ACCT_LINE_ADDR_DLY_HIST_v,,,,"CUST_ID,CUST_LINE_SEQ_ID",Daily,40 13 * * *,"ashish.k.singh@verizon.com,abhinav.batra1@verizon.com",Y,N,Y,TD,Executive_Reporting,TIER1,CORE SERVICES,Executive_Reporting_Tier1
VCG,FINANCE,EXECUTIVE_REPORTING_TIER1,EXECUTIVE_REPORTING_TIER1,NTL_PRD_ALLVM,CUST_ACCT_LINE_CBR_v,,,,"CUST_ID,CUST_LINE_SEQ_ID ",Daily,40 13 * * *,"ashish.k.singh@verizon.com,abhinav.batra1@verizon.com",Y,N,Y,TD,Executive_Reporting,TIER1,CORE SERVICES,Executive_Reporting_Tier1
VCG,FINANCE,EXECUTIVE_REPORTING_TIER1,EXECUTIVE_REPORTING_TIER1,NTL_PRD_ALLVM,CUST_ACCT_LINE_CCPA_OPT_OUT_v,,,,MTN,Daily,40 13 * * *,"ashish.k.singh@verizon.com,abhinav.batra1@verizon.com",Y,N,Y,TD,Executive_Reporting,TIER1,CORE SERVICES,Executive_Reporting_Tier1
VCG,FINANCE,EXECUTIVE_REPORTING_TIER1,EXECUTIVE_REPORTING_TIER1,NTL_PRD_ALLVM,CUST_ACCT_LINE_DNS_v,,,,"CUST_ID,CUST_LINE_SEQ_ID",Daily,40 13 * * *,"ashish.k.singh@verizon.com,abhinav.batra1@verizon.com",Y,N,Y,TD,Executive_Reporting,TIER1,CORE SERVICES,Executive_Reporting_Tier1
VCG,FINANCE,EXECUTIVE_REPORTING_TIER1,EXECUTIVE_REPORTING_TIER1,NTL_PRD_ALLVM,CUST_ACCT_LINE_EHA_v,,,,"CUST_ID,CUST_LINE_SEQ_ID,MTN,IP_POOL_EFF_DT",Daily,40 13 * * *,"ashish.k.singh@verizon.com,abhinav.batra1@verizon.com",Y,N,Y,TD,Executive_Reporting,TIER1,CORE SERVICES,Executive_Reporting_Tier1
VCG,FINANCE,EXECUTIVE_REPORTING_TIER1,EXECUTIVE_REPORTING_TIER1,NTL_PRD_ALLVM,CUST_ACCT_LINE_TRANS_v,,,,"MTN,CUST_ID,TRANS_DT,CUST_LINE_SEQ_ID",Daily,40 13 * * *,"ashish.k.singh@verizon.com,abhinav.batra1@verizon.com",Y,N,Y,TD,Executive_Reporting,TIER1,CORE SERVICES,Executive_Reporting_Tier1
VCG,FINANCE,EXECUTIVE_REPORTING_TIER1,EXECUTIVE_REPORTING_TIER1,NTL_PRD_ALLVM,CUST_ACCT_WO_v,,,,"CUST_ID,ACCT_NUM,WO_DT",Daily,40 13 * * *,"ashish.k.singh@verizon.com,abhinav.batra1@verizon.com",Y,N,Y,TD,Executive_Reporting,TIER1,CORE SERVICES,Executive_Reporting_Tier1
VCG,FINANCE,EXECUTIVE_REPORTING_TIER1,EXECUTIVE_REPORTING_TIER1,NTL_PRD_ALLVM,CUST_ADDR_v,,,,CUST_ID,Daily,40 13 * * *,"ashish.k.singh@verizon.com,abhinav.batra1@verizon.com",Y,N,Y,TD,Executive_Reporting,TIER1,CORE SERVICES,Executive_Reporting_Tier1
VCG,FINANCE,EXECUTIVE_REPORTING_TIER1,EXECUTIVE_REPORTING_TIER1,NTL_PRD_ALLVM,CUST_BTA_OVERRIDE_v,,,,CUST_ID,Daily,40 13 * * *,"ashish.k.singh@verizon.com,abhinav.batra1@verizon.com",Y,N,Y,TD,Executive_Reporting,TIER1,CORE SERVICES,Executive_Reporting_Tier1
VCG,FINANCE,EXECUTIVE_REPORTING_TIER1,EXECUTIVE_REPORTING_TIER1,NTL_PRD_ALLVM,CUST_DLY_HIST_v,,,,CUST_ID,Daily,40 13 * * *,"ashish.k.singh@verizon.com,abhinav.batra1@verizon.com",Y,N,Y,TD,Executive_Reporting,TIER1,CORE SERVICES,Executive_Reporting_Tier1
VCG,FINANCE,EXECUTIVE_REPORTING_TIER1,EXECUTIVE_REPORTING_TIER1,NTL_PRD_ALLVM,DATA_CONTRACT_v,,,,"CUST_ID,CUST_LINE_SEQ_ID",Daily,40 13 * * *,"ashish.k.singh@verizon.com,abhinav.batra1@verizon.com",Y,N,Y,TD,Executive_Reporting,TIER1,CORE SERVICES,Executive_Reporting_Tier1
VCG,FINANCE,EXECUTIVE_REPORTING_TIER1,EXECUTIVE_REPORTING_TIER1,NTL_PRD_ALLVM,DLY_LINE_ACTIVITY_v,,,,"CUST_ID,CUST_LINE_SEQ_ID",Daily,40 13 * * *,"ashish.k.singh@verizon.com,abhinav.batra1@verizon.com",Y,N,Y,TD,Executive_Reporting,TIER1,CORE SERVICES,Executive_Reporting_Tier1
VCG,FINANCE,EXECUTIVE_REPORTING_TIER1,EXECUTIVE_REPORTING_TIER1,NTL_PRD_ALLVM,dly_line_activity_DEL_v,,,,"CUST_ID,CUST_LINE_SEQ_ID",Daily,40 13 * * *,"ashish.k.singh@verizon.com,abhinav.batra1@verizon.com",Y,N,Y,TD,Executive_Reporting,TIER1,CORE SERVICES,Executive_Reporting_Tier1
VCG,FINANCE,EXECUTIVE_REPORTING_TIER1,EXECUTIVE_REPORTING_TIER1,NTL_PRD_ALLVM,DLY_LINE_ACTIVITY_PPLAN_v,,,,"CUST_ID,CUST_LINE_SEQ_ID",Daily,40 13 * * *,"ashish.k.singh@verizon.com,abhinav.batra1@verizon.com",Y,N,Y,TD,Executive_Reporting,TIER1,CORE SERVICES,Executive_Reporting_Tier1
VCG,FINANCE,EXECUTIVE_REPORTING_TIER1,EXECUTIVE_REPORTING_TIER1,NTL_PRD_ALLVM,DLY_LINE_ACTIVITY_PPLAN_PEND_v,,,,"SOR_ID,CUST_ID,CUST_LINE_SEQ_ID,MTN,ORDER_NUM,DB_DT, DB_TM",Daily,40 13 * * *,"ashish.k.singh@verizon.com,abhinav.batra1@verizon.com",Y,N,Y,TD,Executive_Reporting,TIER1,CORE SERVICES,Executive_Reporting_Tier1
VCG,FINANCE,EXECUTIVE_REPORTING_TIER1,EXECUTIVE_REPORTING_TIER1,NTL_PRD_ALLVM,DLY_SERVICE_ACTIVITY_v,,,,"CUST_ID,CUST_LINE_SEQ_ID",Daily,40 13 * * *,"ashish.k.singh@verizon.com,abhinav.batra1@verizon.com",Y,N,Y,TD,Executive_Reporting,TIER1,CORE SERVICES,Executive_Reporting_Tier1
VCG,FINANCE,EXECUTIVE_REPORTING_TIER1,EXECUTIVE_REPORTING_TIER1,NTL_PRD_ALLVM,dpv_data_plan_map_v,,,,"PPLAN_CD,PPLAN_MKT_CD,DATA_PROD_CD",Daily,40 13 * * *,"ashish.k.singh@verizon.com,abhinav.batra1@verizon.com",Y,N,Y,TD,Executive_Reporting,TIER1,CORE SERVICES,Executive_Reporting_Tier1
VCG,FINANCE,EXECUTIVE_REPORTING_TIER1,EXECUTIVE_REPORTING_TIER1,NTL_PRD_ALLVM,dpv_data_services_activity_v,,,,"CUST_ID,CUST_LINE_SEQ_ID",Daily,40 13 * * *,"ashish.k.singh@verizon.com,abhinav.batra1@verizon.com",Y,N,Y,TD,Executive_Reporting,TIER1,CORE SERVICES,Executive_Reporting_Tier1
VCG,FINANCE,EXECUTIVE_REPORTING_TIER1,EXECUTIVE_REPORTING_TIER1,NTL_PRD_ALLVM,dpv_data_services_subs_v,,,," CUST_ID,CUST_LINE_SEQ_ID",Daily,40 13 * * *,"ashish.k.singh@verizon.com,abhinav.batra1@verizon.com",Y,N,Y,TD,Executive_Reporting,TIER1,CORE SERVICES,Executive_Reporting_Tier1
VCG,FINANCE,EXECUTIVE_REPORTING_TIER1,EXECUTIVE_REPORTING_TIER1,NTL_PRD_ALLVM,dpv_feat_pack_map_v,,,,"SVC_ID,DATA_PROD_CD",Daily,40 13 * * *,"ashish.k.singh@verizon.com,abhinav.batra1@verizon.com",Y,N,Y,TD,Executive_Reporting,TIER1,CORE SERVICES,Executive_Reporting_Tier1
VCG,FINANCE,EXECUTIVE_REPORTING_TIER1,EXECUTIVE_REPORTING_TIER1,NTL_PRD_ALLVM,FINANCE_REPORT_CALENDAR_v,,,,"TRANS_PERIOD_START_DT,TRANS_PERIOD_END_DT",Daily,40 13 * * *,"ashish.k.singh@verizon.com,abhinav.batra1@verizon.com",Y,N,Y,TD,Executive_Reporting,TIER1,CORE SERVICES,Executive_Reporting_Tier1
VCG,FINANCE,EXECUTIVE_REPORTING_TIER1,EXECUTIVE_REPORTING_TIER1,NTL_PRD_ALLVM,GL_ACCOUNT_v,,,,GL_ACCT_NUM,Daily,40 13 * * *,"ashish.k.singh@verizon.com,abhinav.batra1@verizon.com",Y,N,Y,TD,Executive_Reporting,TIER1,CORE SERVICES,Executive_Reporting_Tier1
VCG,FINANCE,EXECUTIVE_REPORTING_TIER1,EXECUTIVE_REPORTING_TIER1,NTL_PRD_ALLVM,GL_ACCOUNT_MAPPING_v,,,,GL_ACCT_NUM,Daily,40 13 * * *,"ashish.k.singh@verizon.com,abhinav.batra1@verizon.com",Y,N,Y,TD,Executive_Reporting,TIER1,CORE SERVICES,Executive_Reporting_Tier1
VCG,FINANCE,EXECUTIVE_REPORTING_TIER1,EXECUTIVE_REPORTING_TIER1,NTL_PRD_ALLVM,LEGAL_ENTITY_v,,,,LGL_ENTY_CD,Daily,40 13 * * *,"ashish.k.singh@verizon.com,abhinav.batra1@verizon.com",Y,N,Y,TD,Executive_Reporting,TIER1,CORE SERVICES,Executive_Reporting_Tier1
VCG,FINANCE,EXECUTIVE_REPORTING_TIER1,EXECUTIVE_REPORTING_TIER1,NTL_PRD_ALLVM,MAJOR_ACCT_v,,,,MAJ_ACCT_NUM,Daily,40 13 * * *,"ashish.k.singh@verizon.com,abhinav.batra1@verizon.com",Y,N,Y,TD,Executive_Reporting,TIER1,CORE SERVICES,Executive_Reporting_Tier1
VCG,FINANCE,EXECUTIVE_REPORTING_TIER1,EXECUTIVE_REPORTING_TIER1,NTL_PRD_ALLVM,MTN_XREF_v,,,,MTN,Daily,40 13 * * *,"ashish.k.singh@verizon.com,abhinav.batra1@verizon.com",Y,N,Y,TD,Executive_Reporting,TIER1,CORE SERVICES,Executive_Reporting_Tier1
VCG,FINANCE,EXECUTIVE_REPORTING_TIER1,EXECUTIVE_REPORTING_TIER1,NTL_PRD_ALLVM,NE2_CREDIT_XREF_v,,,,"FEAT_CD,FROM_AVG_AMT",Daily,40 13 * * *,"ashish.k.singh@verizon.com,abhinav.batra1@verizon.com",Y,N,Y,TD,Executive_Reporting,TIER1,CORE SERVICES,Executive_Reporting_Tier1
